date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2021-10-11 15:50,-85.04,0.00,2937.00,11226.00,56.00,-0.07,155.20,764.30,566.60,0.00,66.19,0.11,1810.00,1247.00,2465.00,3590.00,NaN,24.20
2021-10-11 15:55,-53.65,0.00,2976.00,11424.00,53.70,-0.07,178.70,772.70,570.40,0.00,65.96,0.11,1644.00,1284.00,2532.00,3470.00,NaN,24.16
2021-10-11 16:00,-18.74,0.00,3010.00,11429.00,51.00,-0.07,195.90,778.50,570.70,0.00,66.73,0.12,1809.00,1334.00,2410.00,3350.00,NaN,42.77
2021-10-11 16:05,-22.82,0.00,3103.00,11262.00,56.20,-0.17,212.60,728.50,568.10,0.00,66.69,0.11,2035.00,1331.00,2439.00,3201.83,NaN,26.75
2021-10-11 16:10,-0.05,0.00,3245.00,11342.00,56.60,-0.17,242.30,671.40,527.20,0.00,66.27,48.13,2129.00,1414.00,2213.00,3053.67,NaN,18.86
2021-10-11 16:15,-1.25,0.00,3141.00,11525.00,54.00,-0.17,224.80,772.50,566.50,0.00,66.71,20.40,2201.00,1465.00,2138.00,2905.50,NaN,23.37
2021-10-11 16:20,-0.09,0.00,3170.00,11730.00,51.80,-0.07,208.20,834.90,568.30,0.00,66.61,3.90,2050.00,1445.00,2253.00,2757.33,NaN,26.23
2021-10-11 16:25,-17.96,0.00,3225.00,11969.00,56.20,-0.07,201.20,878.50,582.30,0.00,66.63,5.21,2022.00,1421.00,2152.00,2609.17,NaN,35.99
2021-10-11 16:30,-0.08,0.00,3293.00,12076.00,56.60,-0.07,216.90,896.40,605.50,0.00,66.71,31.25,1952.00,1494.00,2147.00,2461.00,NaN,43.57
2021-10-11 16:35,-0.08,0.00,3337.00,12180.00,56.30,-0.07,232.30,896.00,601.60,0.00,66.57,31.87,2021.00,1576.00,2019.00,2326.50,NaN,28.92
2021-10-11 16:40,-8.54,0.00,3241.00,12206.00,56.10,-0.07,260.10,953.30,600.20,0.00,66.41,1.80,2101.00,1662.00,2012.00,2192.00,NaN,64.86
2021-10-11 16:45,-1.33,0.00,3217.00,12368.00,55.10,-0.07,286.60,990.60,650.20,0.00,67.15,0.11,2120.00,1737.00,1952.00,2057.50,NaN,47.46
2021-10-11 16:50,-46.85,0.00,3251.00,12519.00,55.40,-0.07,302.90,1027.00,645.40,0.00,66.55,0.11,2170.00,1861.00,1751.00,1923.00,NaN,48.71
2021-10-11 16:55,-0.08,0.00,3305.00,12687.00,61.50,-0.07,321.20,1046.00,655.40,0.00,66.43,8.21,2173.00,1900.00,1731.00,1788.50,NaN,59.63
2021-10-11 17:00,-4.81,0.00,3356.00,12738.00,55.80,-0.07,334.40,1071.00,680.20,0.00,66.19,0.18,2285.00,1949.00,1576.00,1654.00,NaN,96.52
2021-10-11 17:05,-2.37,0.00,3401.00,12661.00,59.80,-0.07,343.40,1112.00,680.80,0.00,66.04,0.11,2339.00,1974.00,1565.00,1540.47,NaN,47.56
2021-10-11 17:10,-0.09,0.00,3373.00,12660.00,59.10,-0.07,384.70,1109.00,689.40,0.00,66.55,31.37,2526.00,1973.00,1468.00,1426.93,NaN,43.94
2021-10-11 17:15,-16.85,0.00,3383.00,12628.00,56.90,-0.07,402.80,1107.00,733.10,0.00,66.26,0.11,2679.00,2083.00,1341.00,1313.40,NaN,58.80
2021-10-11 17:20,-3.77,0.00,3412.00,12611.00,54.40,-0.07,404.20,1086.00,776.40,0.00,65.22,0.21,2647.00,2148.00,1352.00,1199.87,NaN,44.11
2021-10-11 17:25,-0.48,0.00,3440.00,12535.00,56.30,-0.07,421.80,1089.00,821.50,0.00,66.02,1.71,2665.00,2133.00,1310.00,1086.33,NaN,41.12
2021-10-11 17:30,-29.51,0.00,3533.00,12580.00,55.70,-0.07,435.50,1112.00,813.20,0.00,66.48,4.81,2769.00,2116.00,1170.00,972.80,NaN,69.04
2021-10-11 17:35,-0.09,0.00,3613.00,12518.00,59.50,-0.07,463.70,1142.00,813.00,0.00,66.75,30.79,2939.00,2102.00,997.30,885.57,NaN,52.12
2021-10-11 17:40,-0.15,0.00,3669.00,12401.00,58.10,45.93,459.70,1095.00,816.20,0.00,66.06,24.81,3302.00,2105.00,970.60,798.33,NaN,60.61
2021-10-11 17:45,-0.14,0.00,3735.00,12331.00,58.20,42.93,477.50,1144.00,815.50,0.00,66.40,24.20,3567.00,2128.00,726.10,711.10,NaN,66.05
2021-10-11 17:50,-0.01,0.00,3757.00,12439.00,57.20,43.93,489.50,1181.00,815.60,0.00,66.16,35.95,3547.00,2139.00,600.80,623.87,NaN,63.22
2021-10-11 17:55,-0.62,0.00,3751.00,12418.00,55.30,42.92,501.70,1220.00,808.10,0.00,67.12,1.21,3707.00,2156.00,533.00,536.63,NaN,63.09
2021-10-11 18:00,-0.20,0.00,3769.00,12467.00,53.90,44.93,521.70,1241.00,838.20,0.00,66.56,10.16,3751.00,2155.00,396.20,449.40,NaN,63.15
2021-10-11 18:05,-0.09,0.00,3804.00,12534.00,56.30,44.93,551.40,1222.00,911.20,0.00,66.81,28.59,3830.00,2144.00,319.30,395.03,NaN,57.60
2021-10-11 18:10,-0.01,0.00,3802.00,12518.00,53.90,45.93,516.50,1167.00,980.20,0.00,66.88,13.61,4044.00,2112.00,207.30,340.67,NaN,60.57
2021-10-11 18:15,-0.10,0.00,3821.00,12470.00,57.00,43.93,515.40,1188.00,978.80,0.00,66.86,12.93,4051.00,2138.00,192.80,286.30,NaN,71.11
2021-10-11 18:20,-0.43,0.00,3848.00,12537.00,57.10,79.92,520.00,1225.00,980.60,0.00,67.16,12.31,3970.00,2172.00,123.70,231.93,NaN,69.76
2021-10-11 18:25,-0.01,0.00,3838.00,12586.00,54.70,43.93,517.30,1250.00,1017.00,0.00,66.89,4.61,4003.00,2199.00,81.55,177.57,NaN,76.09
2021-10-11 18:30,-3.69,0.00,3826.00,12530.00,54.70,76.93,515.40,1245.00,1040.00,0.00,66.97,0.01,3988.00,2215.00,49.83,123.20,NaN,69.97
2021-10-11 18:35,-0.66,0.00,3858.00,12589.00,53.90,43.93,519.30,1259.00,993.70,0.00,67.08,23.72,4005.00,2245.00,28.09,104.68,NaN,78.13
2021-10-11 18:40,-0.17,0.00,3904.00,12588.00,55.70,78.93,491.50,1253.00,1027.00,0.00,67.06,35.74,4011.00,2277.00,12.34,86.15,NaN,82.05
2021-10-11 18:45,-0.80,0.00,3936.00,12595.00,53.40,77.93,463.70,1250.00,1064.00,0.00,67.04,1.60,3989.00,2332.00,7.27,67.63,NaN,79.07
2021-10-11 18:50,-0.12,0.00,3964.00,12548.00,53.10,77.93,435.20,1246.00,1051.00,0.00,67.17,2.85,3985.00,2371.00,4.01,49.10,NaN,70.07
2021-10-11 18:55,-2.40,0.00,4014.00,12557.00,50.60,43.93,416.50,1247.00,971.50,0.00,67.67,0.01,3974.00,2422.00,1.63,30.57,NaN,64.21
2021-10-11 19:00,-0.93,0.00,4021.00,12470.00,49.60,43.93,414.10,1249.00,931.60,0.00,66.92,0.01,3974.00,2432.00,0.79,12.05,NaN,61.27
2021-10-11 19:05,-0.48,0.00,4051.00,12450.00,51.80,44.93,382.00,1217.00,934.10,0.00,66.61,29.47,4004.00,2455.00,6.83,10.04,NaN,64.90
2021-10-11 19:10,-8.51,0.00,4010.00,12332.00,55.20,42.92,406.00,1242.00,931.30,0.00,67.04,0.10,4002.00,2516.00,0.07,8.03,NaN,55.39
2021-10-11 19:15,-2.17,0.00,4004.00,12244.00,54.20,43.93,416.30,1208.00,953.00,0.00,66.68,0.01,3985.00,2564.00,0.07,6.02,NaN,57.63
2021-10-11 19:20,-0.53,0.00,3995.00,12181.00,57.70,43.93,414.90,1163.00,922.80,0.00,66.85,0.34,4003.00,2596.00,0.07,4.02,NaN,54.23
2021-10-11 19:25,-0.80,0.00,3998.00,12146.00,58.60,42.83,420.40,1123.00,897.60,0.00,67.56,1.21,3963.00,2690.00,0.07,2.01,NaN,52.69
2021-10-11 19:30,-8.91,0.00,3976.00,12143.00,55.70,43.83,416.60,1065.00,848.50,0.00,67.21,0.01,3920.00,2735.00,0.07,0.00,NaN,49.36
2021-10-11 19:35,-1.18,0.00,3985.00,12132.00,58.80,44.83,426.50,1066.00,804.80,0.00,67.70,0.12,3801.00,2764.00,0.21,0.00,NaN,57.92
2021-10-11 19:40,-0.11,0.00,3983.00,12146.00,57.70,80.83,426.00,1116.00,856.30,0.00,67.32,20.25,3665.00,2791.00,0.07,0.00,NaN,57.49
2021-10-11 19:45,-0.01,0.00,3951.00,12126.00,58.50,82.83,419.10,1146.00,840.90,0.00,67.56,4.87,3603.00,2851.00,0.07,0.00,NaN,53.28
2021-10-11 19:50,-0.44,0.00,3933.00,12068.00,56.30,67.83,416.00,1147.00,776.10,0.00,67.02,4.40,3514.00,2896.00,0.07,0.00,NaN,53.22
2021-10-11 19:55,-0.14,0.00,3940.00,12089.00,54.60,57.82,421.30,1151.00,730.50,0.00,67.64,14.08,3472.00,2926.00,0.07,0.00,NaN,52.64
2021-10-11 20:00,-0.09,0.00,3941.00,12072.00,53.10,44.83,426.90,1155.00,682.30,0.00,67.83,18.56,3460.00,2981.00,-0.03,0.00,NaN,53.17
2021-10-11 20:05,-0.01,0.00,3905.00,12022.00,53.50,46.83,415.90,1147.00,681.30,0.00,67.61,1.43,3423.00,3013.00,0.17,0.00,NaN,59.32
2021-10-11 20:10,-0.09,0.00,3890.00,11959.00,53.50,79.83,419.60,1147.00,651.70,0.00,67.49,10.77,3382.00,3028.00,-0.03,0.00,NaN,56.84
2021-10-11 20:15,-0.10,0.00,3899.00,11910.00,55.00,80.84,423.10,1156.00,552.80,0.00,67.69,24.23,3411.00,3057.00,-0.03,0.00,NaN,59.42
2021-10-11 20:20,-0.08,0.00,3885.00,11873.00,50.40,78.93,419.30,1153.00,535.70,0.00,67.92,14.33,3360.00,3042.00,0.04,0.00,NaN,56.24
2021-10-11 20:25,-0.11,0.00,3883.00,11812.00,51.40,64.93,422.90,1152.00,457.00,0.00,67.66,25.10,3407.00,3042.00,-0.03,0.00,NaN,57.00
2021-10-11 20:30,-0.13,0.00,3851.00,11739.00,51.70,78.93,416.30,1147.00,466.30,0.00,68.37,12.27,3327.00,3033.00,-0.03,0.00,NaN,53.05
2021-10-11 20:35,-0.15,0.00,3882.00,11763.00,51.20,67.94,428.20,1155.00,449.40,0.00,64.93,18.79,3131.00,3000.00,-0.03,0.00,NaN,64.12
2021-10-11 20:40,-0.03,0.00,3874.00,11824.00,55.10,26.93,424.50,1155.00,427.90,0.00,64.72,34.32,3084.00,2963.00,-0.03,0.00,NaN,75.02
2021-10-11 20:45,-0.05,0.00,3868.00,11809.00,55.00,-0.07,420.60,1154.00,410.70,0.00,64.68,23.45,3089.00,2971.00,-0.03,0.00,NaN,56.61
2021-10-11 20:50,-0.12,0.00,3863.00,11754.00,57.00,-0.07,416.50,1152.00,460.50,0.00,63.76,11.73,2972.00,2976.00,-0.03,0.00,NaN,51.37
2021-10-11 20:55,-0.10,0.00,3829.00,11625.00,56.60,-0.07,413.60,1121.00,467.60,0.00,64.86,1.83,2892.00,2967.00,-0.03,0.00,NaN,54.14
2021-10-11 21:00,-0.25,0.00,3879.00,11707.00,61.60,-0.07,425.60,1123.00,427.30,0.00,63.14,17.02,2701.00,2999.00,-0.03,0.00,NaN,50.56
2021-10-11 21:05,-0.05,0.00,3853.00,11643.00,58.70,-0.17,414.30,1106.00,396.00,0.00,63.24,5.67,2715.00,3003.00,6.60,0.00,NaN,50.77
2021-10-11 21:10,-0.01,0.00,3865.00,11600.00,60.20,-0.17,416.60,1078.00,353.70,0.00,62.62,5.37,2765.00,3019.00,-0.03,0.00,NaN,50.80
2021-10-11 21:15,-0.51,0.00,3849.00,11520.00,60.10,-0.17,416.60,1082.00,317.00,0.00,63.56,0.50,2750.00,3033.00,-0.03,0.00,NaN,49.37
2021-10-11 21:20,-0.08,0.00,3861.00,11508.00,60.60,-0.07,420.90,1008.00,316.80,0.00,62.06,11.51,2707.00,3049.00,-0.03,0.00,NaN,49.40
2021-10-11 21:25,-0.08,0.00,3863.00,11499.00,57.50,-0.07,416.40,1020.00,292.10,0.00,62.98,4.75,2580.00,3024.00,-0.03,0.00,NaN,49.53
2021-10-11 21:30,-0.12,0.00,3878.00,11449.00,57.50,-0.07,425.30,1046.00,295.80,0.00,63.27,18.15,2522.00,3009.00,-0.03,0.00,NaN,49.88
2021-10-11 21:35,-0.15,0.00,3851.00,11384.00,56.10,-0.07,415.80,1034.00,246.90,0.00,63.81,0.81,2500.00,3024.00,-0.03,0.00,NaN,50.95
2021-10-11 21:40,-10.37,0.00,3853.00,11309.00,55.30,-0.07,372.10,1057.00,199.40,0.00,64.70,0.01,2538.00,3011.00,-0.03,0.00,NaN,50.70
2021-10-11 21:45,-0.61,0.00,3882.00,11335.00,56.80,-0.07,335.00,1070.00,176.70,0.00,65.21,3.60,2412.00,3028.00,-0.03,0.00,NaN,49.81
2021-10-11 21:50,-0.21,0.00,3866.00,11300.00,56.60,-0.07,287.80,1047.00,177.30,0.00,64.94,3.69,2405.00,3040.00,-0.03,0.00,NaN,49.22
2021-10-11 21:55,-25.52,0.00,3841.00,11204.00,56.20,-0.07,230.90,981.60,176.60,0.00,64.96,0.11,2358.00,3083.00,-0.03,0.00,NaN,46.34
2021-10-11 22:00,-4.98,0.00,3844.00,11171.00,56.40,-0.07,212.40,924.50,177.00,0.00,65.12,0.10,2263.00,3109.00,-0.03,0.00,NaN,36.57
2021-10-11 22:05,-1.15,0.00,3888.00,11050.00,55.50,-0.07,199.70,933.70,178.50,0.00,67.12,3.90,2261.00,3156.00,-0.03,0.00,NaN,60.96
2021-10-11 22:10,-0.20,0.00,3868.00,11061.00,56.00,-0.07,106.00,991.10,177.40,0.00,67.50,16.35,2260.00,3194.00,-0.03,0.00,NaN,60.74
2021-10-11 22:15,-0.06,0.00,3873.00,11116.00,57.10,-0.17,101.80,989.90,178.40,0.00,67.52,10.91,2164.00,3236.00,-0.03,0.00,NaN,94.55
2021-10-11 22:20,-14.95,0.00,3843.00,11060.00,58.10,-0.17,96.95,982.80,177.30,0.00,67.36,0.01,2109.00,3242.00,-0.03,0.00,NaN,48.26
2021-10-11 22:25,-16.12,0.00,3855.00,10962.00,59.90,-0.17,94.71,964.90,179.40,0.00,67.24,0.11,2099.00,3267.00,-0.03,0.00,NaN,49.00
2021-10-11 22:30,-9.77,0.00,3883.00,10987.00,58.40,-0.17,100.60,984.50,176.80,0.00,67.20,0.11,1965.00,3307.00,-0.03,0.00,NaN,93.56
2021-10-11 22:35,-14.04,0.00,3873.00,10889.00,58.30,-0.17,95.77,995.20,178.10,0.00,67.50,0.11,1995.00,3275.00,0.05,0.00,NaN,48.98
2021-10-11 22:40,-0.50,0.00,3876.00,10922.00,59.20,-0.17,102.80,984.30,179.90,0.00,67.46,0.51,1945.00,3218.00,-0.03,0.00,NaN,46.97
2021-10-11 22:45,-0.09,0.00,3889.00,10974.00,55.80,-0.17,106.20,950.60,179.60,0.00,67.34,22.03,1927.00,3189.00,-0.03,0.00,NaN,59.39
2021-10-11 22:50,-7.96,0.00,3874.00,10973.00,57.70,-0.17,99.38,985.00,178.90,0.00,67.44,0.01,1873.00,3195.00,-0.03,0.00,NaN,83.98
2021-10-11 22:55,-11.56,0.00,3854.00,10805.00,57.20,-0.07,94.57,1007.00,179.10,0.00,67.51,0.13,1841.00,3180.00,-0.03,0.00,NaN,42.63
2021-10-11 23:00,-23.55,0.00,3862.00,10766.00,57.50,-0.17,95.83,920.90,178.00,0.00,67.32,0.01,1835.00,3213.00,-0.02,0.00,NaN,37.66
2021-10-11 23:05,-2.13,0.00,3882.00,10762.00,57.80,-0.07,102.10,898.90,178.30,0.00,67.44,0.16,1697.00,3222.00,-0.02,0.00,NaN,44.55
2021-10-11 23:10,-9.48,0.00,3852.00,10778.00,57.40,-0.07,96.16,825.60,178.10,0.00,67.24,0.11,1803.00,3233.00,-0.02,0.00,NaN,44.03
2021-10-11 23:15,-0.02,0.00,3913.00,10688.00,58.10,-0.07,106.10,817.10,179.80,0.00,68.00,45.86,1855.00,3234.00,-0.02,0.00,NaN,44.07
2021-10-11 23:20,-0.06,0.00,3891.00,10750.00,11.20,-0.07,99.80,812.80,180.00,0.00,67.33,33.56,1860.00,3231.00,-0.02,0.00,NaN,43.77
2021-10-11 23:25,-0.06,0.00,3903.00,10678.00,10.90,-0.07,101.60,814.30,178.40,0.00,67.40,5.07,1868.00,3245.00,-0.02,0.00,NaN,43.58
2021-10-11 23:30,-0.13,0.00,3932.00,10648.00,12.10,-0.17,104.50,817.30,179.90,0.00,67.64,13.07,1868.00,3265.00,-0.02,0.00,NaN,40.40
2021-10-11 23:35,-1.40,0.00,3924.00,10590.00,12.10,-0.17,100.10,816.20,179.50,0.00,67.02,0.01,1869.00,3285.00,-0.02,0.00,NaN,46.43
2021-10-11 23:40,-11.60,0.00,3912.00,10668.00,12.10,-0.17,97.11,755.60,167.50,0.00,67.62,0.01,1913.00,3307.00,-0.02,0.00,NaN,44.42
2021-10-11 23:45,-7.70,0.00,3953.00,10634.00,12.10,-0.17,100.10,720.60,143.20,0.00,67.45,0.11,1891.00,3323.00,-0.02,0.00,NaN,44.15
2021-10-11 23:50,-11.31,0.00,3928.00,10516.00,10.40,-0.17,97.13,712.60,134.80,0.00,67.50,0.11,1885.00,3351.00,-0.02,0.00,NaN,32.55
2021-10-11 23:55,-0.04,0.00,3999.00,10550.00,13.00,-0.17,107.70,728.50,110.10,0.00,67.41,27.07,1831.00,3365.00,-0.02,0.00,NaN,35.20
2021-10-12 00:00,-0.29,0.00,3979.00,10573.00,13.00,-0.17,100.60,722.70,107.20,0.00,67.42,2.31,1755.00,3366.00,-0.02,0.00,NaN,33.54
2021-10-12 00:05,-3.10,0.00,3997.00,10503.00,11.90,-0.17,100.10,722.00,107.70,0.00,67.33,0.10,1649.00,3385.00,-0.02,0.00,NaN,45.40
2021-10-12 00:10,-0.38,0.00,3946.00,10452.00,12.00,-0.17,100.20,768.80,76.87,0.00,67.40,5.46,1651.00,3420.00,-0.02,0.00,NaN,44.37
2021-10-12 00:15,-0.10,0.00,3952.00,10443.00,12.00,-0.17,100.60,755.80,78.83,0.00,67.56,3.96,1635.00,3423.00,-0.02,0.00,NaN,40.42
2021-10-12 00:20,-0.57,0.00,3870.00,10377.00,12.00,-0.07,100.50,808.10,76.69,0.00,67.70,0.86,1633.00,3425.00,-0.02,0.00,NaN,46.82
2021-10-12 00:25,-108.70,0.00,3949.00,10304.00,12.00,-0.07,98.71,786.10,76.47,0.00,67.84,0.00,1580.00,3378.00,-0.02,0.00,NaN,40.45
2021-10-12 00:30,-14.49,0.00,3853.00,10345.00,12.00,-0.07,101.10,765.50,77.47,0.00,67.20,0.01,1578.00,3377.00,-0.03,0.00,NaN,44.35
2021-10-12 00:35,-0.23,0.00,3895.00,10196.00,12.00,-0.07,101.20,758.20,77.65,0.00,68.14,7.51,1589.00,3338.00,-0.03,0.00,NaN,40.96
2021-10-12 00:40,-0.11,0.00,3928.00,10244.00,12.00,-0.08,86.71,727.20,77.72,0.00,67.14,15.36,1598.00,3350.00,-0.03,0.00,NaN,41.09
2021-10-12 00:45,-0.19,0.00,3892.00,10163.00,12.10,-0.08,80.43,723.90,79.40,0.00,67.90,6.36,1601.00,3411.00,-0.03,0.00,NaN,35.98
2021-10-12 00:50,-0.62,0.00,3824.00,10171.00,11.60,-0.08,81.31,726.10,78.49,0.00,67.50,8.81,1593.00,3497.00,-0.03,0.00,NaN,40.97
2021-10-12 00:55,-91.00,0.00,3866.00,10084.00,11.60,-0.08,81.00,717.40,78.11,0.00,67.46,0.01,1568.00,3545.00,-0.03,0.00,NaN,34.72
2021-10-12 01:00,-20.35,0.00,3794.00,10001.00,11.60,-0.18,80.44,721.40,78.12,0.00,67.50,0.01,1559.00,3566.00,-0.03,0.00,NaN,35.30
2021-10-12 01:05,-89.56,0.00,3790.00,10005.00,11.60,-0.18,82.25,728.60,78.64,0.00,67.38,0.01,1557.00,3506.00,-0.03,0.00,NaN,40.22
2021-10-12 01:10,-171.50,0.00,3821.00,9948.00,11.60,-0.18,81.75,727.80,77.91,0.00,69.06,0.46,1527.00,3490.00,-0.09,0.00,NaN,40.21
2021-10-12 01:15,-179.70,0.00,3833.00,9898.00,13.10,-0.18,80.74,762.80,33.14,0.00,68.86,1.20,1510.00,3466.00,-0.09,0.00,NaN,39.13
2021-10-12 01:20,-99.60,0.00,3771.00,9852.00,13.10,-0.18,82.99,769.90,2.27,0.00,66.90,1.88,1521.00,3463.00,-0.09,0.00,NaN,39.12
2021-10-12 01:25,-100.40,0.00,3781.00,9765.00,10.50,-0.07,81.47,731.40,1.87,0.00,67.54,0.01,1504.00,3459.00,-0.09,0.00,NaN,38.90
2021-10-12 01:30,-99.81,0.00,3783.00,9694.00,10.50,-0.07,82.23,725.90,1.91,0.00,66.86,3.55,1505.00,3448.00,-0.09,0.00,NaN,31.20
2021-10-12 01:35,-99.81,0.00,3714.00,9710.00,10.50,-0.07,85.05,725.30,38.11,0.00,65.54,12.01,1515.00,3432.00,-0.09,0.00,NaN,29.57
2021-10-12 01:40,-104.60,0.00,3744.00,9612.00,10.50,-0.07,78.71,719.00,79.06,0.00,65.50,0.01,1457.00,3442.00,-0.09,0.00,NaN,28.19
2021-10-12 01:45,-106.70,-36.07,3677.00,9535.00,11.70,-0.07,79.52,715.00,77.10,0.00,67.64,0.02,1452.00,3451.00,-0.09,0.00,NaN,23.04
2021-10-12 01:50,-101.10,-42.18,3706.00,9476.00,12.90,-0.07,81.58,720.70,79.02,0.00,67.46,7.35,1458.00,3459.00,-0.09,0.00,NaN,22.93
2021-10-12 01:55,-100.60,-42.08,3671.00,9437.00,11.80,-0.07,79.73,716.90,78.28,0.00,69.60,1.83,1458.00,3400.00,-0.09,0.00,NaN,22.87
2021-10-12 02:00,-100.40,-42.08,3577.00,9481.00,13.20,-0.17,83.07,721.90,78.48,0.00,69.56,6.64,1462.00,3383.00,-0.02,0.00,NaN,21.44
2021-10-12 02:05,-100.80,-42.23,3603.00,9399.00,13.20,-0.07,80.69,720.10,78.19,0.00,67.27,0.76,1454.00,3390.00,-0.02,0.00,NaN,21.30
2021-10-12 02:10,-34.30,-42.23,3557.00,9367.00,11.00,-0.17,80.09,719.60,76.46,0.00,66.96,1.51,1446.00,3347.00,-0.02,0.00,NaN,26.80
2021-10-12 02:15,-10.10,-281.20,3579.00,9458.00,11.00,-0.17,82.52,765.60,77.96,0.00,66.93,16.41,1453.00,3315.00,-0.02,0.00,NaN,24.99
2021-10-12 02:20,-7.93,-359.10,3605.00,9432.00,11.00,-0.17,83.81,822.30,77.63,0.00,67.29,16.80,1460.00,3349.00,-0.02,0.00,NaN,25.74
2021-10-12 02:25,-81.85,-360.50,3616.00,9423.00,11.00,-0.17,83.55,862.50,77.49,0.00,66.99,19.96,1466.00,3328.00,-0.02,0.00,NaN,30.58
2021-10-12 02:30,-105.00,-359.30,3682.00,9430.00,12.10,-0.07,81.89,827.60,78.66,0.00,67.69,26.51,1465.00,3276.00,-0.02,0.00,NaN,20.18
2021-10-12 02:35,-27.95,-360.10,3640.00,9395.00,10.80,-0.07,83.70,836.20,78.89,0.00,68.69,29.86,1467.00,3250.00,18.60,0.00,NaN,24.61
2021-10-12 02:40,-9.68,-359.90,3613.00,9330.00,8.20,-0.07,80.36,880.40,76.91,0.00,68.89,13.26,1449.00,3241.00,-0.02,0.00,NaN,24.70
2021-10-12 02:45,-11.06,-360.80,3625.00,9224.00,9.50,-0.07,80.16,846.50,76.66,0.00,68.77,2.91,1444.00,3236.00,-0.02,0.00,NaN,25.36
2021-10-12 02:50,-8.71,-359.30,3636.00,9279.00,10.60,-0.07,83.24,817.20,77.46,0.00,69.16,21.35,1452.00,3195.00,-0.02,0.00,NaN,25.89
2021-10-12 02:55,-7.82,-360.50,3660.00,9344.00,10.60,-0.07,83.06,827.30,78.35,0.00,68.97,18.16,1454.00,3171.00,-0.02,0.00,NaN,22.17
2021-10-12 03:00,-9.10,-360.30,3661.00,9285.00,10.60,-0.07,80.97,883.50,78.15,0.00,68.59,12.06,1449.00,3126.00,-0.02,0.00,NaN,30.34
2021-10-12 03:05,-9.80,-359.30,3712.00,9225.00,10.60,-0.17,80.25,881.20,77.79,0.00,69.09,13.86,1441.00,3114.00,-0.02,0.00,NaN,25.12
2021-10-12 03:10,-7.53,-359.50,3723.00,9339.00,7.20,-0.17,82.42,862.20,77.96,0.00,68.83,16.00,1457.00,3102.00,-0.02,0.00,NaN,30.33
2021-10-12 03:15,-83.68,-360.00,3770.00,9256.00,52.60,-0.17,79.60,881.00,77.25,0.00,68.89,5.16,1437.00,3066.00,-0.02,0.00,NaN,19.28
2021-10-12 03:20,-13.24,-359.00,3735.00,9233.00,53.90,-0.17,81.13,926.60,79.00,0.00,68.49,13.71,1444.00,3070.00,-0.02,0.00,NaN,24.94
2021-10-12 03:25,-13.77,-360.20,3784.00,9178.00,56.70,-0.17,83.76,960.10,77.01,0.00,70.61,16.20,1446.00,3024.00,-0.02,0.00,NaN,25.32
2021-10-12 03:30,-10.11,-360.20,3795.00,9213.00,54.40,-0.17,80.08,953.30,78.61,0.00,70.91,9.11,1431.00,2989.00,-0.02,0.00,NaN,25.83
2021-10-12 03:35,-10.26,-359.90,3785.00,9239.00,56.10,-0.17,80.29,950.10,77.54,0.00,70.45,6.21,1439.00,2943.00,6.67,0.00,NaN,25.21
2021-10-12 03:40,-10.38,-359.30,3801.00,9295.00,52.60,-0.17,81.06,923.20,78.16,0.00,70.75,3.45,1435.00,2947.00,-0.02,0.00,NaN,30.66
2021-10-12 03:45,-10.28,-359.60,3875.00,9265.00,51.90,-0.17,80.37,916.10,78.22,0.00,71.19,6.71,1440.00,2919.00,-0.02,0.00,NaN,30.93
2021-10-12 03:50,-8.64,-358.80,3902.00,9266.00,53.50,-0.17,83.14,924.80,77.64,0.00,70.69,13.01,1440.00,2889.00,-0.02,0.00,NaN,31.07
2021-10-12 03:55,-6.64,-359.20,3846.00,9358.00,56.90,-0.17,83.84,932.80,77.62,0.00,70.65,20.71,1481.00,2871.00,-0.02,0.00,NaN,32.58
2021-10-12 04:00,-6.97,-359.30,3879.00,9405.00,56.30,-0.07,81.91,942.90,78.10,0.00,70.77,19.45,1471.00,2857.00,-0.02,0.00,NaN,34.68
2021-10-12 04:05,-10.16,-359.70,3930.00,9390.00,55.20,-0.07,80.67,888.50,77.88,0.00,70.65,2.76,1485.00,2878.00,6.70,0.00,NaN,32.55
2021-10-12 04:10,-0.68,-359.50,3997.00,9412.00,56.50,-0.07,81.30,945.10,76.52,0.00,70.81,17.86,1484.00,2904.00,-0.02,0.00,NaN,34.95
2021-10-12 04:15,-0.81,-359.40,4024.00,9473.00,57.90,-0.07,81.51,960.10,78.13,0.00,70.75,13.50,1483.00,2882.00,-0.02,0.00,NaN,35.30
2021-10-12 04:20,-0.25,-359.80,4030.00,9446.00,53.00,-0.07,81.19,957.70,77.04,0.00,70.89,13.86,1605.00,2885.00,-0.02,0.00,NaN,35.53
2021-10-12 04:25,-0.40,-359.30,4003.00,9439.00,55.50,-0.06,81.64,959.20,79.16,0.00,70.48,25.11,1703.00,2850.00,-0.02,0.00,NaN,35.69
