date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2021-10-08 12:35,-116.90,-316.90,2607.00,7853.00,31.80,-0.18,80.41,292.50,-1.04,0.00,32.11,0.02,859.00,1687.00,2641.00,0.00,NaN,-66.39
2021-10-08 12:40,-36.45,-317.20,2613.00,7889.00,29.90,-0.17,81.38,296.00,-0.97,0.00,32.41,0.01,863.90,1506.00,2783.00,0.00,NaN,-49.89
2021-10-08 12:45,-53.76,-316.20,2657.00,7994.00,31.00,-0.17,85.68,299.00,-1.01,0.00,32.23,0.29,835.90,1500.00,2707.00,0.00,NaN,-53.81
2021-10-08 12:50,-9.91,-317.10,2626.00,7975.00,32.40,-0.17,79.40,292.70,-0.95,0.00,32.04,1.11,839.60,1415.00,2798.00,0.00,NaN,-32.49
2021-10-08 12:55,-83.71,-316.70,2585.00,7896.00,31.50,-0.17,79.77,292.40,-0.94,0.00,32.25,0.00,853.50,1506.00,2805.00,0.00,NaN,-52.87
2021-10-08 13:00,-35.01,-317.50,2498.00,7835.00,28.90,-0.17,79.12,291.90,-1.03,0.00,32.11,0.01,813.20,1544.00,2805.00,8472.00,NaN,-75.52
2021-10-08 13:05,-44.34,-316.30,2548.00,7974.00,31.40,-0.17,81.57,296.50,-0.95,0.00,32.13,0.01,784.10,1511.00,2735.00,8439.83,NaN,-46.85
2021-10-08 13:10,-17.91,-317.80,2574.00,7931.00,31.70,-0.17,80.34,291.80,-0.97,0.00,32.19,0.02,801.30,1688.00,2550.00,8407.67,NaN,-49.07
2021-10-08 13:15,-62.31,-317.10,2601.00,7993.00,31.80,-0.17,81.59,295.00,-1.08,0.00,32.23,1.02,816.10,1745.00,2494.00,8375.50,NaN,-41.43
2021-10-08 13:20,-94.42,-317.10,2580.00,7939.00,34.80,-0.17,79.84,294.00,0.06,0.00,32.08,0.01,811.50,1811.00,2544.00,8343.33,NaN,-47.98
2021-10-08 13:25,-78.54,-316.70,2613.00,7973.00,33.90,-0.18,82.06,294.00,-0.98,0.00,32.21,0.02,812.90,1737.00,2545.00,8311.17,NaN,-50.79
2021-10-08 13:30,-13.28,-317.70,2580.00,7889.00,36.10,-0.18,83.19,295.80,0.06,0.00,32.04,1.02,795.70,1718.00,2560.00,8279.00,NaN,-48.63
2021-10-08 13:35,-10.52,-316.40,2644.00,7983.00,32.90,-0.18,85.84,297.60,-0.94,0.00,32.21,1.01,803.80,1700.00,2521.00,8223.67,NaN,-40.52
2021-10-08 13:40,-36.18,-317.80,2583.00,7792.00,37.30,-0.18,79.41,290.50,-0.97,0.00,32.11,1.01,804.50,1759.00,2679.00,8168.33,NaN,-49.00
2021-10-08 13:45,-61.59,-316.40,2634.00,7945.00,39.00,-0.18,82.18,296.70,-0.97,0.00,32.11,1.02,789.80,1745.00,2618.00,8113.00,NaN,-45.01
2021-10-08 13:50,-65.86,-315.50,2653.00,7883.00,39.50,-0.08,79.51,292.90,0.06,0.00,31.94,1.01,791.10,1700.00,2717.00,8057.67,NaN,-48.62
2021-10-08 13:55,-9.90,-315.50,2695.00,7903.00,38.50,-0.08,84.03,296.90,0.06,0.00,32.06,1.06,795.60,1675.00,2713.00,8002.33,NaN,-39.46
2021-10-08 14:00,-15.64,-315.60,2644.00,7846.00,36.90,-0.08,79.45,294.30,0.06,0.00,32.15,0.01,823.50,1741.00,2896.00,7947.00,NaN,-44.01
2021-10-08 14:05,-22.64,-317.40,2599.00,7766.00,39.90,-0.08,79.17,293.10,-0.97,0.00,32.00,1.00,833.70,1852.00,2890.00,7848.50,NaN,-33.69
2021-10-08 14:10,-29.09,-316.90,2676.00,7850.00,41.50,-0.09,82.10,296.10,0.06,0.00,31.96,1.21,871.50,1836.00,2741.00,7750.00,NaN,-41.02
2021-10-08 14:15,-8.01,-316.40,2689.00,7922.00,42.40,-0.09,82.06,295.60,-1.07,0.00,31.80,1.00,882.40,1786.00,2776.00,7651.50,NaN,-29.31
2021-10-08 14:20,-33.41,-315.60,2676.00,7972.00,38.00,-0.09,79.05,292.60,-1.07,0.00,31.98,0.00,907.80,1857.00,2818.00,7553.00,NaN,-37.90
2021-10-08 14:25,-8.04,-315.90,2665.00,7994.00,42.30,-0.09,80.55,295.00,-1.07,0.00,31.88,0.01,906.90,1823.00,2882.00,7454.50,NaN,-38.62
2021-10-08 14:30,-28.46,-317.90,2585.00,7900.00,43.70,-0.09,79.89,291.70,-1.08,0.00,31.94,1.00,907.90,1825.00,3111.00,7356.00,NaN,-39.52
2021-10-08 14:35,-5.04,-314.80,2656.00,8061.00,47.60,-0.09,84.57,297.60,-1.11,0.00,31.94,1.95,913.90,1750.00,2967.00,7238.67,NaN,-35.82
2021-10-08 14:40,-4.71,-79.21,2662.00,8106.00,49.40,-0.09,85.24,298.30,-1.10,0.00,32.16,3.71,877.20,1779.00,2877.00,7121.33,NaN,-27.81
2021-10-08 14:45,-4.63,-79.41,2629.00,8108.00,49.30,-0.09,81.79,294.10,-1.08,0.00,32.04,3.67,905.70,1810.00,2997.00,7004.00,NaN,-25.41
2021-10-08 14:50,-6.90,-79.52,2578.00,8053.00,50.20,-0.09,79.80,295.10,-1.02,0.00,32.02,1.02,896.60,1934.00,2967.00,6886.67,NaN,-28.00
2021-10-08 14:55,-3.59,-79.01,2661.00,8279.00,50.70,-0.09,88.43,299.00,-1.02,0.00,32.00,5.38,939.00,1782.00,3013.00,6769.33,NaN,-28.59
2021-10-08 15:00,-6.10,-79.62,2582.00,8124.00,52.00,-0.09,80.37,293.80,-1.08,0.00,32.09,8.72,951.00,2071.00,3043.00,6652.00,NaN,-19.98
2021-10-08 15:05,-5.66,-79.52,2562.00,8131.00,54.30,-0.09,79.19,294.90,-1.06,0.00,32.12,12.11,990.30,2131.00,3063.00,6499.67,NaN,-31.29
2021-10-08 15:10,-5.83,0.00,2551.00,8153.00,53.40,-0.09,80.63,319.90,-1.08,0.00,31.88,8.71,991.10,2033.00,3117.00,6347.33,NaN,-24.27
2021-10-08 15:15,-4.89,0.00,2569.00,8152.00,55.50,-0.09,80.73,328.10,-0.97,0.00,31.76,7.21,978.00,2124.00,3106.00,6195.00,NaN,-26.46
2021-10-08 15:20,-2.76,0.00,2622.00,8272.00,55.60,-0.09,87.05,335.30,-1.00,0.00,31.98,2.11,1022.00,2094.00,3165.00,6042.67,NaN,-10.07
2021-10-08 15:25,-3.58,0.00,2580.00,8412.00,58.60,-0.09,86.06,334.40,-1.04,0.00,32.04,20.94,1033.00,2161.00,3179.00,5890.33,NaN,-1.22
2021-10-08 15:30,-2.88,0.00,2561.00,8517.00,58.70,-0.09,86.48,377.20,-1.06,0.00,31.98,19.51,1035.00,2256.00,3116.00,5738.00,NaN,2.71
2021-10-08 15:35,-3.75,0.00,2569.00,8664.00,60.70,-0.19,82.04,375.00,-1.08,0.00,40.39,11.17,1066.00,2185.00,3181.00,5541.17,NaN,1.01
2021-10-08 15:40,-57.87,0.00,2634.00,8816.00,62.40,-0.20,84.09,384.00,-1.03,0.00,49.57,1.05,1135.00,2151.00,3205.00,5344.33,NaN,4.61
2021-10-08 15:45,-14.34,0.00,2545.00,8848.00,59.80,-0.10,79.98,381.00,-1.06,0.00,50.12,1.08,1154.00,2171.00,3406.00,5147.50,NaN,0.53
2021-10-08 15:50,-3.86,0.00,2609.00,8935.00,60.30,-0.20,82.33,393.30,-0.98,0.00,48.70,19.56,1173.00,2241.00,3291.00,4950.67,NaN,4.87
2021-10-08 15:55,-27.11,0.00,2522.00,8937.00,61.20,-0.10,78.29,454.80,-1.05,0.00,48.34,1.31,1179.00,2335.00,3269.00,4753.83,NaN,-1.67
2021-10-08 16:00,-3.90,0.00,2580.00,9000.00,59.90,-0.10,81.38,527.20,-1.03,0.00,52.28,16.01,1186.00,2380.00,3201.00,4557.00,NaN,1.15
2021-10-08 16:05,-4.12,0.00,2623.00,9185.00,59.80,-0.10,81.91,603.20,-1.02,0.00,52.59,18.00,1181.00,2513.00,3078.00,4360.50,NaN,2.54
2021-10-08 16:10,-0.78,0.00,2625.00,9399.00,59.40,-0.10,79.99,591.50,-1.06,0.00,54.14,1.31,1208.00,2528.00,3043.00,4164.00,NaN,-7.87
2021-10-08 16:15,-0.45,0.00,2641.00,9579.00,60.80,-0.10,79.76,628.40,-1.05,0.00,54.37,13.16,1206.00,2504.00,2990.00,3967.50,NaN,-1.87
2021-10-08 16:20,-4.39,0.00,2628.00,9671.00,60.80,-0.10,80.81,660.90,-1.03,0.00,56.00,1.31,1218.00,2527.00,3000.00,3771.00,NaN,-2.71
2021-10-08 16:25,-0.15,0.00,2717.00,9971.00,62.50,-0.09,85.46,690.50,-1.06,0.00,55.64,6.79,1234.00,2433.00,2941.00,3574.50,NaN,2.98
2021-10-08 16:30,-2.88,0.00,2740.00,10177.00,59.30,-0.09,84.47,742.00,-1.04,0.00,54.51,1.87,1214.00,2463.00,2892.00,3378.00,NaN,8.77
2021-10-08 16:35,-3.88,0.00,2802.00,10216.00,60.10,-0.09,80.94,818.50,-1.01,0.00,53.89,1.01,1197.00,2522.00,2855.00,3184.33,NaN,17.61
2021-10-08 16:40,-57.48,0.00,2847.00,10304.00,60.60,-0.09,80.60,755.70,-1.07,0.00,53.82,1.01,1208.00,2574.00,2800.00,2990.67,NaN,3.54
2021-10-08 16:45,-62.28,0.00,2872.00,10510.00,60.60,-0.09,84.86,739.90,38.64,0.00,58.74,1.31,1211.00,2514.00,2789.00,2797.00,NaN,6.27
2021-10-08 16:50,-4.90,0.00,2917.00,10666.00,58.50,-0.09,85.80,741.90,78.67,0.00,55.99,1.30,1212.00,2458.00,2722.00,2603.33,NaN,17.85
2021-10-08 16:55,-55.79,0.00,2998.00,10910.00,55.10,-0.09,85.96,744.00,79.24,0.00,56.81,1.31,1210.00,2557.00,2587.00,2409.67,NaN,23.39
2021-10-08 17:00,-0.22,0.00,3090.00,11003.00,59.50,-0.09,84.26,737.70,148.70,0.00,59.24,17.61,1237.00,2470.00,2467.00,2216.00,NaN,23.45
2021-10-08 17:05,-0.47,0.00,3205.00,11207.00,57.90,-0.09,84.40,750.40,209.30,0.00,59.76,24.70,1235.00,2402.00,2320.00,2042.33,NaN,20.59
2021-10-08 17:10,-0.01,0.00,3319.00,11312.00,59.10,-0.09,85.96,770.60,208.70,0.00,61.32,43.80,1383.00,2357.00,2140.00,1868.67,NaN,23.02
2021-10-08 17:15,-0.04,0.00,3380.00,11414.00,57.90,-0.09,81.58,815.60,239.50,0.00,63.56,11.71,1533.00,2342.00,1973.00,1695.00,NaN,26.25
2021-10-08 17:20,-1.23,0.00,3347.00,11545.00,48.20,-0.09,80.61,901.10,257.10,0.00,64.06,1.95,1552.00,2323.00,1744.00,1521.33,NaN,17.30
2021-10-08 17:25,-0.01,0.00,3267.00,11807.00,51.90,-0.09,85.18,959.20,259.50,0.00,61.22,52.51,1634.00,2237.00,1544.00,1347.67,NaN,27.38
2021-10-08 17:30,-28.61,0.00,3224.00,11995.00,51.60,-0.09,84.84,1014.00,297.00,0.00,62.42,3.53,1756.00,2189.00,1447.00,1174.00,NaN,54.31
2021-10-08 17:35,-0.08,0.00,3337.00,12125.00,53.20,-0.09,83.90,1078.00,293.70,0.00,63.27,36.69,1786.00,2154.00,1138.00,1055.23,NaN,45.24
2021-10-08 17:40,-0.03,0.00,3469.00,12240.00,53.30,-0.09,102.20,1077.00,259.40,87.46,62.64,57.40,1875.00,2053.00,1033.00,936.47,NaN,42.68
2021-10-08 17:45,-0.08,0.00,3566.00,12305.00,59.10,-0.09,111.60,1033.00,260.10,87.14,63.08,50.47,2219.00,1985.00,752.10,817.70,NaN,48.54
2021-10-08 17:50,-0.08,0.00,3626.00,12420.00,61.40,-0.19,106.50,1052.00,277.70,88.06,61.98,37.22,2388.00,1935.00,611.90,698.93,NaN,55.41
2021-10-08 17:55,-0.45,0.00,3654.00,12521.00,60.90,-0.19,102.90,1125.00,309.60,86.17,61.78,34.26,2396.00,1827.00,504.00,580.17,NaN,57.74
2021-10-08 18:00,-0.08,0.00,3731.00,12593.00,57.40,-0.19,105.90,1232.00,300.80,88.06,63.81,42.13,2515.00,1751.00,392.40,461.40,NaN,70.84
2021-10-08 18:05,-0.10,0.00,3739.00,12697.00,57.10,-0.19,103.50,1271.00,319.80,86.95,64.18,25.25,2614.00,1684.00,267.00,403.27,NaN,73.81
2021-10-08 18:10,-0.14,0.00,3763.00,12745.00,56.30,-0.09,113.40,1281.00,320.70,86.64,63.18,26.36,2723.00,1572.00,210.20,345.13,NaN,111.30
2021-10-08 18:15,-0.09,0.00,3782.00,12833.00,55.50,-0.09,118.40,1289.00,319.80,128.70,63.00,34.95,2749.00,1536.00,138.20,287.00,NaN,112.00
2021-10-08 18:20,-0.10,0.00,3776.00,12884.00,51.10,-0.09,113.00,1284.00,325.60,158.80,63.36,20.85,2997.00,1478.00,91.23,228.87,NaN,124.80
2021-10-08 18:25,-0.45,0.00,3752.00,12886.00,56.50,-0.09,124.80,1280.00,330.50,190.10,63.14,22.51,3068.00,1444.00,62.68,170.73,NaN,134.50
2021-10-08 18:30,-0.07,0.00,3757.00,12954.00,57.50,-0.09,141.40,1281.00,331.70,190.70,59.04,50.52,3011.00,1437.00,37.33,112.60,NaN,113.10
2021-10-08 18:35,-0.13,0.00,3828.00,12787.00,59.00,-0.19,165.70,1297.00,333.50,192.90,59.36,48.68,3114.00,1453.00,17.53,95.24,NaN,243.80
2021-10-08 18:40,-0.01,0.00,3816.00,12845.00,57.90,-0.20,174.10,1287.00,333.60,191.60,56.76,62.94,3211.00,1432.00,7.94,77.88,NaN,176.10
2021-10-08 18:45,-0.07,0.00,3848.00,12913.00,67.50,-0.20,191.80,1288.00,392.90,190.80,44.68,78.45,3126.00,1391.00,4.58,60.52,NaN,232.20
2021-10-08 18:50,-0.09,0.00,3879.00,12954.00,51.10,-0.20,207.90,1293.00,451.80,190.70,44.44,73.33,3003.00,1348.00,2.23,43.15,NaN,146.20
2021-10-08 18:55,-0.15,0.00,3902.00,12863.00,52.80,-0.20,224.70,1284.00,487.60,189.80,46.78,50.77,2960.00,1299.00,1.08,25.79,NaN,85.63
2021-10-08 19:00,-0.25,0.00,3937.00,12872.00,51.40,-0.20,230.40,1292.00,490.40,192.00,51.26,44.05,2956.00,1298.00,0.44,8.43,NaN,93.07
2021-10-08 19:05,-0.09,0.00,3942.00,12878.00,45.90,-0.20,229.70,1284.00,489.90,189.70,54.54,28.83,2922.00,1284.00,-0.02,7.03,NaN,92.18
2021-10-08 19:10,-0.12,0.00,4005.00,12882.00,44.20,-0.10,235.50,1302.00,492.00,192.60,55.81,61.75,2956.00,1287.00,0.19,5.62,NaN,190.20
2021-10-08 19:15,-0.18,0.00,4001.00,12884.00,44.90,-0.10,228.20,1286.00,489.00,191.40,55.35,37.68,2911.00,1263.00,-0.02,4.22,NaN,75.98
2021-10-08 19:20,-0.01,0.00,4010.00,12796.00,53.40,-0.10,226.40,1284.00,485.10,191.70,56.85,22.44,2890.00,1255.00,-0.02,2.81,NaN,65.08
2021-10-08 19:25,-0.08,0.00,4001.00,12759.00,56.60,-0.09,220.50,1283.00,413.70,190.90,57.64,22.35,2893.00,1255.00,0.26,1.41,NaN,65.21
2021-10-08 19:30,-0.09,0.00,4022.00,12746.00,58.10,-0.19,228.80,1271.00,373.20,192.20,60.94,38.01,2894.00,1307.00,-0.02,0.00,NaN,65.58
2021-10-08 19:35,-0.53,0.00,4013.00,12745.00,56.70,-0.19,225.60,1266.00,364.70,189.10,60.12,7.97,2890.00,1364.00,-0.02,0.00,NaN,89.05
2021-10-08 19:40,-3.02,0.00,3979.00,12665.00,58.40,-0.19,228.00,1257.00,472.10,190.70,59.62,10.01,2722.00,1398.00,-0.02,0.00,NaN,74.45
2021-10-08 19:45,-0.21,0.00,4000.00,12690.00,59.60,-0.19,222.50,1259.00,401.60,190.70,60.42,5.60,2640.00,1471.00,0.04,0.00,NaN,66.86
2021-10-08 19:50,-0.51,0.00,3997.00,12668.00,58.40,-0.19,220.80,1259.00,361.50,190.40,56.41,7.32,2602.00,1511.00,0.14,0.00,NaN,66.12
2021-10-08 19:55,-0.11,0.00,4016.00,12715.00,57.30,-0.19,226.10,1271.00,366.10,191.00,56.20,30.64,2535.00,1505.00,0.66,0.00,NaN,66.12
2021-10-08 20:00,-0.03,0.00,4007.00,12654.00,59.10,-0.19,225.70,1267.00,319.20,190.80,62.81,19.95,2490.00,1543.00,-0.02,0.00,NaN,61.68
2021-10-08 20:05,-0.01,0.00,4019.00,12654.00,59.70,-0.19,215.20,1273.00,248.30,128.40,61.17,29.60,2491.00,1562.00,0.40,0.00,NaN,63.47
2021-10-08 20:10,-0.16,0.00,4014.00,12657.00,59.10,-0.19,213.00,1269.00,247.90,164.30,60.97,25.40,2432.00,1599.00,-0.02,0.00,NaN,62.56
2021-10-08 20:15,-0.02,0.00,4028.00,12650.00,61.40,-0.19,200.50,1270.00,238.50,135.50,59.66,20.94,2428.00,1610.00,-0.02,0.00,NaN,62.03
2021-10-08 20:20,-0.14,0.00,4039.00,12641.00,58.40,-0.19,194.20,1278.00,230.00,98.99,56.27,31.79,2419.00,1591.00,0.26,0.00,NaN,61.14
2021-10-08 20:25,-0.07,0.00,4014.00,12546.00,57.90,-0.19,178.40,1267.00,229.00,88.15,56.95,11.92,2403.00,1584.00,0.34,0.00,NaN,55.80
2021-10-08 20:30,-0.10,0.00,4029.00,12509.00,56.90,-0.29,171.00,1273.00,184.70,90.73,58.44,21.02,2403.00,1607.00,0.02,0.00,NaN,61.27
2021-10-08 20:35,-0.09,0.00,4014.00,12461.00,53.60,-0.19,156.70,1268.00,135.90,88.26,56.91,25.17,2398.00,1640.00,-0.02,0.00,NaN,61.37
2021-10-08 20:40,-0.11,0.00,4026.00,12443.00,56.40,-0.19,144.80,1275.00,119.10,88.84,57.07,29.34,2340.00,1658.00,-0.02,0.00,NaN,49.03
2021-10-08 20:45,-0.06,0.00,4023.00,12434.00,51.40,-0.19,130.50,1273.00,120.50,88.87,56.97,15.04,2257.00,1682.00,-0.02,0.00,NaN,57.92
2021-10-08 20:50,-0.16,0.00,4035.00,12418.00,51.60,-0.19,120.90,1278.00,120.40,89.37,58.17,23.19,2252.00,1703.00,-0.02,0.00,NaN,57.35
2021-10-08 20:55,-0.11,0.00,4007.00,12297.00,50.60,-0.18,109.40,1264.00,118.80,87.24,57.96,11.85,2254.00,1748.00,0.13,0.00,NaN,50.56
2021-10-08 21:00,-0.08,0.00,4011.00,12211.00,53.20,-0.18,101.50,1266.00,117.40,88.53,57.16,11.82,2162.00,1760.00,-0.02,0.00,NaN,46.50
2021-10-08 21:05,-0.61,0.00,4035.00,12142.00,54.50,-0.18,102.20,1234.00,99.34,90.29,57.27,22.94,2127.00,1778.00,-0.02,0.00,NaN,55.80
2021-10-08 21:10,-0.67,0.00,3995.00,12009.00,53.00,-0.18,98.15,1263.00,117.50,47.49,57.41,1.21,2189.00,1813.00,-0.02,0.00,NaN,51.89
2021-10-08 21:15,-0.09,0.00,4004.00,11918.00,54.50,-0.18,97.84,1265.00,118.30,48.31,57.31,1.57,2199.00,1895.00,-0.02,0.00,NaN,50.66
2021-10-08 21:20,-2.66,0.00,3992.00,11818.00,56.10,-0.18,97.68,1263.00,117.60,46.81,57.41,1.01,2186.00,1894.00,-0.02,0.00,NaN,50.12
2021-10-08 21:25,-0.10,0.00,4007.00,11770.00,53.80,-0.18,99.88,1264.00,120.30,48.68,55.79,11.71,2108.00,1937.00,0.10,0.00,NaN,50.28
2021-10-08 21:30,-0.15,0.00,4033.00,11768.00,52.60,-0.28,106.90,1278.00,118.50,48.75,57.64,15.49,2109.00,1936.00,-0.02,0.00,NaN,50.10
2021-10-08 21:35,-0.76,0.00,4006.00,11655.00,54.70,-0.28,101.20,1268.00,118.30,48.72,57.55,8.06,2157.00,1957.00,-0.02,0.00,NaN,51.94
2021-10-08 21:40,-0.10,0.00,4024.00,11700.00,57.90,-0.28,102.70,1273.00,75.04,16.95,58.28,9.12,2158.00,1951.00,-0.02,0.00,NaN,53.18
2021-10-08 21:45,-1.42,0.00,3998.00,11622.00,59.80,-0.28,99.24,1265.00,31.04,16.34,57.34,1.73,2125.00,1939.00,-0.02,0.00,NaN,52.63
2021-10-08 21:50,-64.59,0.00,4051.00,11693.00,58.40,-0.28,107.60,1281.00,-0.48,16.71,57.82,15.15,2132.00,1930.00,0.32,0.00,NaN,52.61
2021-10-08 21:55,-72.41,0.00,4025.00,11641.00,58.20,-0.28,104.90,1272.00,-0.50,15.88,57.95,12.27,2185.00,1901.00,0.19,0.00,NaN,52.28
2021-10-08 22:00,-51.25,0.00,4028.00,11588.00,55.90,-0.28,105.60,1272.00,-0.51,15.76,58.62,11.73,2108.00,1895.00,-0.02,0.00,NaN,46.07
2021-10-08 22:05,-0.52,0.00,4033.00,11556.00,58.40,-0.18,103.40,1185.00,-0.46,16.17,58.21,10.22,2059.00,1897.00,-0.02,0.00,NaN,59.86
2021-10-08 22:10,-1.28,0.00,4000.00,11475.00,55.00,-0.18,99.80,1212.00,-0.53,9.45,58.47,6.73,2113.00,1874.00,-0.02,0.00,NaN,54.05
2021-10-08 22:15,-0.53,0.00,4016.00,11416.00,56.90,-0.18,99.21,1188.00,-0.51,9.51,58.17,10.47,2119.00,1882.00,-0.01,0.00,NaN,59.00
2021-10-08 22:20,-0.34,0.00,4020.00,11353.00,58.10,-0.18,102.40,1158.00,-0.50,0.00,58.11,20.47,2115.00,1870.00,-0.01,0.00,NaN,54.12
2021-10-08 22:25,-0.32,0.00,4017.00,11289.00,57.80,-0.17,99.74,1134.00,-0.46,0.00,58.05,7.12,2117.00,1886.00,-0.01,0.00,NaN,54.00
2021-10-08 22:30,-0.14,0.00,4045.00,11333.00,58.30,-0.17,107.80,1111.00,-0.43,0.00,58.22,29.81,2119.00,1920.00,0.06,0.00,NaN,53.63
2021-10-08 22:35,-0.20,0.00,4038.00,11333.00,55.20,-0.17,103.70,1086.00,-0.48,0.00,58.14,15.06,2084.00,1945.00,-0.01,0.00,NaN,53.65
2021-10-08 22:40,-0.77,0.00,4027.00,11331.00,50.80,-0.17,101.00,1055.00,-0.44,0.00,58.55,14.50,2081.00,1959.00,-0.01,0.00,NaN,51.49
2021-10-08 22:45,-0.16,0.00,4037.00,11292.00,53.70,-0.17,100.30,1042.00,-0.43,0.00,58.31,18.27,2097.00,1955.00,-0.01,0.00,NaN,53.69
2021-10-08 22:50,-29.62,0.00,4051.00,11348.00,51.00,-0.17,107.10,1043.00,-0.50,0.00,51.16,4.77,2110.00,1929.00,-0.01,0.00,NaN,53.32
2021-10-08 22:55,-0.05,0.00,4012.00,11288.00,49.20,-0.17,99.73,1031.00,-0.46,0.00,46.64,4.75,2060.00,1930.00,-0.01,0.00,NaN,50.35
2021-10-08 23:00,-0.13,0.00,4042.00,11265.00,48.00,-0.17,106.10,1033.00,-0.47,0.00,47.32,16.06,2007.00,1923.00,-0.02,0.00,NaN,49.87
2021-10-08 23:05,-10.15,0.00,4026.00,11204.00,48.80,-0.27,102.80,1023.00,-0.49,0.00,48.08,4.01,1969.00,1920.00,-0.02,0.00,NaN,61.24
2021-10-08 23:10,-1.81,0.00,4018.00,11251.00,56.50,-0.27,100.00,959.00,-0.46,0.00,48.64,3.57,2018.00,1893.00,0.23,0.00,NaN,56.19
2021-10-08 23:15,-0.01,0.00,4060.00,11365.00,55.40,-0.17,110.50,939.80,-0.46,0.00,50.39,24.09,2029.00,1877.00,-0.02,0.00,NaN,68.78
2021-10-08 23:20,-0.43,0.00,3998.00,11276.00,58.90,-0.17,99.43,931.00,-0.48,0.00,51.81,3.27,2143.00,1873.00,0.07,0.00,NaN,56.59
2021-10-08 23:25,-0.01,0.00,4046.00,11329.00,59.80,-0.27,107.00,940.20,-0.44,0.00,51.88,17.47,2016.00,1883.00,-0.02,0.00,NaN,62.21
2021-10-08 23:30,-0.13,0.00,4037.00,11333.00,58.30,-0.27,101.60,938.70,-0.46,0.00,51.71,4.91,1981.00,1900.00,-0.02,0.00,NaN,54.23
2021-10-08 23:35,-0.35,0.00,4025.00,11300.00,60.00,-0.27,99.10,935.80,-0.50,0.00,51.72,2.12,1968.00,1920.00,0.44,0.00,NaN,66.04
2021-10-08 23:40,-0.55,0.00,4049.00,11384.00,58.60,-0.27,107.00,940.90,0.57,0.00,52.14,9.37,2033.00,1911.00,-0.02,0.00,NaN,55.81
2021-10-08 23:45,-0.14,0.00,4031.00,11342.00,54.50,-0.27,102.10,936.90,-0.44,0.00,51.41,34.01,2009.00,1893.00,-0.02,0.00,NaN,56.14
2021-10-08 23:50,-0.84,0.00,4036.00,11302.00,57.00,-0.27,102.60,937.80,-0.51,0.00,52.06,10.61,2000.00,1888.00,-0.02,0.00,NaN,51.23
2021-10-08 23:55,-3.32,0.00,4007.00,11114.00,55.50,-0.27,97.66,934.70,-0.48,0.00,52.02,19.61,1989.00,1880.00,0.50,0.00,NaN,50.53
2021-10-09 00:00,-2.33,0.00,4013.00,11045.00,55.60,-0.27,97.94,934.60,-0.46,0.00,51.88,4.92,1957.00,1882.00,-0.02,0.00,NaN,48.67
2021-10-09 00:05,-0.13,0.00,4034.00,11040.00,55.90,-0.17,103.40,933.00,-0.52,0.00,52.22,10.97,1929.00,1878.00,-0.02,0.00,NaN,67.73
2021-10-09 00:10,-0.48,0.00,4045.00,11110.00,55.70,-0.17,122.20,941.00,-0.57,0.00,52.02,13.70,1840.00,1870.00,-0.02,0.00,NaN,68.41
2021-10-09 00:15,-0.24,0.00,4029.00,11082.00,51.90,-0.17,127.40,938.30,-0.50,0.00,52.00,19.11,1797.00,1837.00,-0.02,0.00,NaN,56.36
2021-10-09 00:20,-0.61,0.00,4038.00,10989.00,50.90,-0.17,117.40,938.50,-0.51,0.00,52.20,14.42,1795.00,1820.00,-0.02,0.00,NaN,55.62
2021-10-09 00:25,-0.24,0.00,4022.00,10911.00,51.70,-0.17,110.00,936.40,-0.48,0.00,51.59,3.12,1760.00,1848.00,-0.02,0.00,NaN,53.90
2021-10-09 00:30,-1.00,0.00,4025.00,10801.00,51.90,-0.17,104.90,938.40,-0.52,0.00,51.90,3.32,1734.00,1862.00,-0.01,0.00,NaN,48.69
2021-10-09 00:35,-0.40,0.00,4032.00,10725.00,56.60,-0.17,102.10,939.40,-0.53,0.00,52.07,5.56,1726.00,1860.00,0.07,0.00,NaN,53.47
2021-10-09 00:40,-0.17,0.00,4039.00,10758.00,56.60,-0.17,109.60,944.10,-0.45,0.00,52.80,14.56,1714.00,1846.00,0.03,0.00,NaN,54.22
2021-10-09 00:45,-0.13,0.00,4033.00,10748.00,55.40,-0.17,107.50,943.10,-0.48,0.00,52.10,11.91,1715.00,1844.00,-0.01,0.00,NaN,50.63
2021-10-09 00:50,-0.17,0.00,4020.00,10679.00,57.50,-0.17,101.10,937.30,-0.45,0.00,52.64,12.12,1717.00,1828.00,-0.01,0.00,NaN,50.13
2021-10-09 00:55,-0.34,0.00,4039.00,10582.00,58.50,-0.17,101.30,931.30,-0.47,0.00,52.50,4.71,1698.00,1803.00,0.09,0.00,NaN,51.46
2021-10-09 01:00,-0.14,0.00,4027.00,10551.00,56.20,-0.17,100.60,928.20,-0.49,0.00,52.64,7.67,1629.00,1837.00,0.09,0.00,NaN,45.42
